tileset_id,status,tiles,lower_base_tile_id,lower_description,upper_base_tile_id,upper_description,transition_size,style,created_at
8404e971-0f2f-4d29-84bd-78d5ecb2feaf,error_423,,,"cold taiga floor with pine needles, frost, and sparse lichen",,dark navy ocean water with deep subtle wave patterns,,,2026-06-05T03:09:51.788958+00:00
693a74b3-2657-48d5-9923-b58cb2df9083,error_423,,,"cold taiga floor with pine needles, frost, and sparse lichen",,golden sandy beach with fine grain texture,,,2026-06-05T03:09:48.407638+00:00
0fcf7df3-97cc-4f52-bf2e-472449c67d32,error_423,,,"cold taiga floor with pine needles, frost, and sparse lichen",,white snow and ice with subtle blue shadows,,,2026-06-05T03:09:45.442012+00:00
6f560aed-04bc-4350-bd09-44f0783d0ebb,error_423,,,wet brown swamp mud with murky water patches and peat,,dark charred volcanic rock with glowing orange lava cracks,,,2026-06-05T03:09:39.850775+00:00
fe30d1d4-c369-496d-a532-8e314f826005,error_423,,,wet brown swamp mud with murky water patches and peat,,frozen grey-brown permafrost with sparse lichen and frost,,,2026-06-05T03:09:36.093197+00:00
1cb4a02b-65c7-40bc-bde4-c626fb4261b3,error_423,,,wet brown swamp mud with murky water patches and peat,,"lush tropical forest floor with broad leaves, vines, and rich dark soil",,,2026-06-05T03:09:32.481224+00:00
50740a77-45bd-4450-8817-26d4595b153c,error_423,,,wet brown swamp mud with murky water patches and peat,,"cold taiga floor with pine needles, frost, and sparse lichen",,,2026-06-05T03:09:29.070537+00:00
1ac21679-9909-4757-ae0e-a1a427876a54,error_423,,,wet brown swamp mud with murky water patches and peat,,short windswept dry brown-green grass with hard packed earth,,,2026-06-05T03:08:03.862709+00:00
6695c2d0-50e5-43cb-9b18-648a95d64a80,error_423,,,wet brown swamp mud with murky water patches and peat,,light turquoise water with visible sandy bottom,,,2026-06-05T03:08:00.080240+00:00
6727851b-0600-4c4b-a9a0-dedefb2641fc,error_423,,,wet brown swamp mud with murky water patches and peat,,dry golden savanna grass with scattered patches of red earth,,,2026-06-05T03:07:57.107334+00:00
69650046-aeb3-4f8e-aace-66c13ca137dd,error_423,,,wet brown swamp mud with murky water patches and peat,,flowing blue water with gentle current lines,,,2026-06-05T03:07:53.164084+00:00
1c5aeec5-cc41-4757-984c-c6d4331d1a5a,error_423,,,wet brown swamp mud with murky water patches and peat,,deep blue ocean water with gentle wave ripples,,,2026-06-05T03:07:49.358780+00:00
91e2f272-68c3-49e0-b5fa-1cd1fcb182ae,error_423,,,wet brown swamp mud with murky water patches and peat,,glowing purple-pink enchanted ground with crystal fragments,,,2026-06-05T03:07:45.862350+00:00
0a97208b-27b0-408b-81a4-0aeb2aa06027,error_423,,,wet brown swamp mud with murky water patches and peat,,grey mountain rock with snow patches and exposed stone,,,2026-06-05T03:07:41.941846+00:00
e664dc7f-fa34-43b7-8ee8-d48be9a8db28,error_423,,,wet brown swamp mud with murky water patches and peat,,calm still blue-green water with subtle reflections,,,2026-06-05T03:07:38.276211+00:00
c8345786-2fc0-4bed-9313-f471253d9b34,error_423,,,wet brown swamp mud with murky water patches and peat,,rocky hillside with scattered stones and sparse tough grass,,,2026-06-05T03:07:34.865475+00:00
d0a0f429-d61c-48cd-944c-463b71950d9b,error_423,,,wet brown swamp mud with murky water patches and peat,,lush green grass meadow with individual blades,,,2026-06-05T03:06:16.163698+00:00
4e7b272f-9637-4521-9d9c-94ddbdff9957,error_423,,,wet brown swamp mud with murky water patches and peat,,"dark forest floor with fallen leaves, moss, and exposed roots",,,2026-06-05T03:06:12.435180+00:00
85070735-3251-4281-b23b-58b0a6f616ed,error_423,,,wet brown swamp mud with murky water patches and peat,,arid desert sand with subtle wind ripples,,,2026-06-05T03:06:09.438133+00:00
e0f60c08-f97f-4489-96fc-86d455fbfe30,error_423,,,wet brown swamp mud with murky water patches and peat,,"very dark dense forest floor with thick leaf litter, mushrooms, and deep moss",,,2026-06-05T03:06:04.872042+00:00
24a5585e-87a2-4987-91e6-702bfd1764d1,error_423,,,wet brown swamp mud with murky water patches and peat,,dark navy ocean water with deep subtle wave patterns,,,2026-06-05T03:06:01.825265+00:00
685b7371-3769-4e8e-89f9-db2c5798638c,error_423,,,wet brown swamp mud with murky water patches and peat,,golden sandy beach with fine grain texture,,,2026-06-05T03:05:58.042324+00:00
b11e0aa4-db79-4941-91f7-0aee3891e823,error_423,,,wet brown swamp mud with murky water patches and peat,,white snow and ice with subtle blue shadows,,,2026-06-05T03:05:54.662536+00:00
58ab8091-d84b-457b-b43e-96f1d16c18a4,error_423,,,short windswept dry brown-green grass with hard packed earth,,dark charred volcanic rock with glowing orange lava cracks,,,2026-06-05T03:05:49.397553+00:00
521385ea-bb66-4412-b7b3-c3d5dc8ca7f9,error_423,,,short windswept dry brown-green grass with hard packed earth,,frozen grey-brown permafrost with sparse lichen and frost,,,2026-06-05T03:05:45.435341+00:00
01fc7f57-afe8-4998-914a-bc83c38c072a,error_423,,,short windswept dry brown-green grass with hard packed earth,,"lush tropical forest floor with broad leaves, vines, and rich dark soil",,,2026-06-05T03:05:41.850481+00:00
5927d980-308a-4cf9-8de0-8b8720c6d2cc,error_423,,,short windswept dry brown-green grass with hard packed earth,,"cold taiga floor with pine needles, frost, and sparse lichen",,,2026-06-05T03:05:37.854252+00:00
781930ae-5aa0-4e6f-bca2-166265bdea46,error_423,,,short windswept dry brown-green grass with hard packed earth,,wet brown swamp mud with murky water patches and peat,,,2026-06-05T03:03:57.614826+00:00
36464a57-fa2e-40bc-93ea-0d924d4f2ef6,error_423,,,short windswept dry brown-green grass with hard packed earth,,light turquoise water with visible sandy bottom,,,2026-06-05T03:03:54.439883+00:00
87876bd0-a428-4e58-9daf-b68c8f05626a,error_423,,,short windswept dry brown-green grass with hard packed earth,,dry golden savanna grass with scattered patches of red earth,,,2026-06-05T03:03:50.646585+00:00
c11e9e51-50b4-4dd9-a941-a524bd494f93,error_423,,,short windswept dry brown-green grass with hard packed earth,,flowing blue water with gentle current lines,,,2026-06-05T03:03:48.121242+00:00
a03292d0-7a7e-4ea1-bdb0-acfe343eef9a,error_423,,,short windswept dry brown-green grass with hard packed earth,,deep blue ocean water with gentle wave ripples,,,2026-06-05T03:03:47.354577+00:00
dba8db63-ad0b-443e-b9e1-5fd80ed38089,error_423,,,short windswept dry brown-green grass with hard packed earth,,glowing purple-pink enchanted ground with crystal fragments,,,2026-06-05T03:03:46.585844+00:00
3e11745e-d54b-4452-a7ea-6f879d0da6b9,error_423,,,short windswept dry brown-green grass with hard packed earth,,grey mountain rock with snow patches and exposed stone,,,2026-06-05T03:03:46.068239+00:00
2c8fc96a-17b5-429d-8bff-5fe85a32519c,error_423,,,short windswept dry brown-green grass with hard packed earth,,calm still blue-green water with subtle reflections,,,2026-06-05T03:01:02.708065+00:00
37ee68d0-63f3-4f37-88b1-b5ddbeb8ab3f,error_423,,,short windswept dry brown-green grass with hard packed earth,,rocky hillside with scattered stones and sparse tough grass,,,2026-06-05T02:58:54.642050+00:00
624c87b9-d7df-44bb-b37e-3cbf833ca170,error_423,,,short windswept dry brown-green grass with hard packed earth,,lush green grass meadow with individual blades,,,2026-06-05T02:57:05.311327+00:00
5ced7e4b-03c2-463d-bb44-b76b77498b7b,error_423,,,short windswept dry brown-green grass with hard packed earth,,"dark forest floor with fallen leaves, moss, and exposed roots",,,2026-06-05T02:57:02.301468+00:00
0b1b8a5a-22ea-4f2e-b205-65a69904ba03,error_423,,,short windswept dry brown-green grass with hard packed earth,,arid desert sand with subtle wind ripples,,,2026-06-05T02:55:56.134723+00:00
b1602fe6-271c-406b-839f-c733f3a19d1f,error_423,,,short windswept dry brown-green grass with hard packed earth,,"very dark dense forest floor with thick leaf litter, mushrooms, and deep moss",,,2026-06-05T02:55:52.645720+00:00
7adabdf5-617a-4fd8-baf7-ae36e23136e3,error_423,,,short windswept dry brown-green grass with hard packed earth,,dark navy ocean water with deep subtle wave patterns,,,2026-06-05T02:55:48.742355+00:00
f74b281c-2061-4d3d-8001-e22573a65c4d,error_423,,,short windswept dry brown-green grass with hard packed earth,,golden sandy beach with fine grain texture,,,2026-06-05T02:55:45.527792+00:00
62be5be0-c56c-4733-9ce0-2eb94a6eb841,error_423,,,short windswept dry brown-green grass with hard packed earth,,white snow and ice with subtle blue shadows,,,2026-06-05T02:55:42.089568+00:00
d9cb9f9d-6d25-47a5-9d7b-139dbb770b17,error_423,,,light turquoise water with visible sandy bottom,,dark charred volcanic rock with glowing orange lava cracks,,,2026-06-05T02:55:36.941663+00:00
c3671641-49c5-4f2f-a42d-4ea3a2afae96,error_423,,,light turquoise water with visible sandy bottom,,frozen grey-brown permafrost with sparse lichen and frost,,,2026-06-05T02:55:32.670758+00:00
26485291-ca9d-42bf-8082-4b27236c408a,error_423,,,light turquoise water with visible sandy bottom,,"lush tropical forest floor with broad leaves, vines, and rich dark soil",,,2026-06-05T02:55:30.481844+00:00
2ef05aca-4a25-4e1f-a08f-e9cc36554de6,error_423,,,light turquoise water with visible sandy bottom,,"cold taiga floor with pine needles, frost, and sparse lichen",,,2026-06-05T02:55:27.009880+00:00
c965dd64-be85-4c48-bc18-57cd931b4883,error_423,,,light turquoise water with visible sandy bottom,,wet brown swamp mud with murky water patches and peat,,,2026-06-05T02:53:19.374777+00:00
30f289ab-efe5-416f-a698-7a79ae1db4d3,error_423,,,light turquoise water with visible sandy bottom,,short windswept dry brown-green grass with hard packed earth,,,2026-06-05T02:53:17.201944+00:00
eaa351e8-8372-4f2b-8682-5ba980f31cf6,error_423,,,light turquoise water with visible sandy bottom,,dry golden savanna grass with scattered patches of red earth,,,2026-06-05T02:50:55.284575+00:00
d0533737-b6f2-40bb-b989-d95916843cbb,error_423,,,light turquoise water with visible sandy bottom,,flowing blue water with gentle current lines,,,2026-06-05T02:47:59.218765+00:00
bc747ce2-30d5-417f-81d0-46a557afd70a,error_423,,,light turquoise water with visible sandy bottom,,deep blue ocean water with gentle wave ripples,,,2026-06-05T02:47:56.063443+00:00
72f3d9f9-3af8-4948-8918-3759a1af3652,error_423,,,light turquoise water with visible sandy bottom,,glowing purple-pink enchanted ground with crystal fragments,,,2026-06-05T02:47:52.544368+00:00
f51d8e10-7c29-4c69-bfa6-46d0d5069f10,error_423,,,light turquoise water with visible sandy bottom,,grey mountain rock with snow patches and exposed stone,,,2026-06-05T02:47:48.370310+00:00
a45e0439-5c96-459a-8f60-cc333580cbc5,error_423,,,light turquoise water with visible sandy bottom,,calm still blue-green water with subtle reflections,,,2026-06-05T02:47:44.908153+00:00
c664b9a2-c4d8-4540-9f92-dcb26a8a4646,error_423,,,light turquoise water with visible sandy bottom,,rocky hillside with scattered stones and sparse tough grass,,,2026-06-05T02:47:41.283145+00:00
82073966-f6d5-44a4-b9fd-b9286264cba4,error_423,,,light turquoise water with visible sandy bottom,,lush green grass meadow with individual blades,,,2026-06-05T02:47:37.558171+00:00
e7f2ff11-094a-4832-88c3-8d11d8ea80ef,error_423,,,light turquoise water with visible sandy bottom,,"dark forest floor with fallen leaves, moss, and exposed roots",,,2026-06-05T02:47:34.320640+00:00
e7f2ff11-094a-4832-88c3-8d11d8ea80ef,error_423,,,light turquoise water with visible sandy bottom,,"dark forest floor with fallen leaves, moss, and exposed roots",,,2026-06-05T02:47:34.320640+00:00
b7aa8549-4b37-489d-be85-02c36a7bdfc6,error_423,,,light turquoise water with visible sandy bottom,,arid desert sand with subtle wind ripples,,,2026-06-05T02:47:30.743954+00:00
50b7696d-b9ce-4da0-8969-9029658dc7f5,error_423,,,light turquoise water with visible sandy bottom,,"very dark dense forest floor with thick leaf litter, mushrooms, and deep moss",,,2026-06-05T02:47:27.770149+00:00
6cd0b78d-af57-4ce1-bcf1-1adf34574dce,error_423,,,light turquoise water with visible sandy bottom,,dark navy ocean water with deep subtle wave patterns,,,2026-06-05T02:46:03.352778+00:00
b93e81a3-7a44-4886-b491-9b27c6f06ef0,error_423,,,light turquoise water with visible sandy bottom,,golden sandy beach with fine grain texture,,,2026-06-05T02:46:00.124793+00:00
73cf19bf-34d3-4efa-a652-0eaf54dbf68c,error_423,,,light turquoise water with visible sandy bottom,,white snow and ice with subtle blue shadows,,,2026-06-05T02:45:57.961042+00:00
8f385e11-6f55-4fe1-a000-cd3da0eeac55,error_423,,,dry golden savanna grass with scattered patches of red earth,,dark charred volcanic rock with glowing orange lava cracks,,,2026-06-05T02:45:52.447798+00:00
93a5a0c5-4997-4e88-93ee-5cfdc0ece697,error_423,,,dry golden savanna grass with scattered patches of red earth,,frozen grey-brown permafrost with sparse lichen and frost,,,2026-06-05T02:45:49.821873+00:00
e62bca3a-7e49-4b99-9651-5b503048d29a,error_423,,,dry golden savanna grass with scattered patches of red earth,,"lush tropical forest floor with broad leaves, vines, and rich dark soil",,,2026-06-05T02:45:44.568137+00:00
a815b528-f0b2-4c12-8e9e-e65b7bfa87fb,error_423,,,dry golden savanna grass with scattered patches of red earth,,"cold taiga floor with pine needles, frost, and sparse lichen",,,2026-06-05T02:45:40.713948+00:00
56664c40-f474-4cba-adaa-a8c25bd91ec8,error_423,,,dry golden savanna grass with scattered patches of red earth,,wet brown swamp mud with murky water patches and peat,,,2026-06-05T02:45:36.723419+00:00
8881bfb8-2ebc-4a50-9267-3a8b79f8fe2a,error_423,,,dry golden savanna grass with scattered patches of red earth,,short windswept dry brown-green grass with hard packed earth,,,2026-06-05T02:45:33.282658+00:00
cb2b50ec-70ab-44b0-b4cb-75213d84dee7,error_423,,,dry golden savanna grass with scattered patches of red earth,,light turquoise water with visible sandy bottom,,,2026-06-05T02:45:29.756457+00:00
09ec8fca-c4ee-4866-ade6-39cd13a6aa34,error_423,,,dry golden savanna grass with scattered patches of red earth,,flowing blue water with gentle current lines,,,2026-06-05T02:44:03.775222+00:00
453fe1d2-f5fd-4af3-8a05-2264a4990965,error_423,,,dry golden savanna grass with scattered patches of red earth,,deep blue ocean water with gentle wave ripples,,,2026-06-05T02:44:00.606954+00:00
2833482d-e120-40aa-962b-0471c1da3dbf,error_423,,,dry golden savanna grass with scattered patches of red earth,,glowing purple-pink enchanted ground with crystal fragments,,,2026-06-05T02:43:57.382786+00:00
034e13e7-acdf-4361-ad0d-3ab07c81c5d5,error_423,,,dry golden savanna grass with scattered patches of red earth,,grey mountain rock with snow patches and exposed stone,,,2026-06-05T02:43:52.485195+00:00
f5aafca9-ed42-44fa-87a6-f3ab560b75a4,error_423,,,dry golden savanna grass with scattered patches of red earth,,calm still blue-green water with subtle reflections,,,2026-06-05T02:43:48.691344+00:00
bbf9472f-4a3b-4f66-85b5-1d8470775729,error_423,,,dry golden savanna grass with scattered patches of red earth,,rocky hillside with scattered stones and sparse tough grass,,,2026-06-05T02:43:45.315241+00:00
6d1ced5e-b968-44d0-8c37-da3f41cff44c,error_423,,,dry golden savanna grass with scattered patches of red earth,,lush green grass meadow with individual blades,,,2026-06-05T02:43:42.198099+00:00
bd8c534c-a4dd-4046-b060-215e65ecb194,error_423,,,dry golden savanna grass with scattered patches of red earth,,"dark forest floor with fallen leaves, moss, and exposed roots",,,2026-06-05T02:43:38.185130+00:00
7338af00-3392-44d0-aba5-c9332940ebbc,error_423,,,dry golden savanna grass with scattered patches of red earth,,arid desert sand with subtle wind ripples,,,2026-06-05T02:43:34.383715+00:00
12f8413d-8d77-4f0b-b696-61c761e887df,error_423,,,dry golden savanna grass with scattered patches of red earth,,"very dark dense forest floor with thick leaf litter, mushrooms, and deep moss",,,2026-06-05T02:43:31.433660+00:00
7851a8df-7eeb-43c2-988f-300dbe26b6d8,error_423,,,dry golden savanna grass with scattered patches of red earth,,dark navy ocean water with deep subtle wave patterns,,,2026-06-05T02:41:48.258643+00:00
279d315c-1418-4327-a9f2-907a230acc4e,error_423,,,dry golden savanna grass with scattered patches of red earth,,golden sandy beach with fine grain texture,,,2026-06-05T02:41:45.154599+00:00
d1c00d31-3162-4cf0-ab76-b58db98e6ac5,error_423,,,dry golden savanna grass with scattered patches of red earth,,white snow and ice with subtle blue shadows,,,2026-06-05T02:41:41.807250+00:00
2adac918-f585-4a07-a566-3fadccefe2e8,error_423,,,flowing blue water with gentle current lines,,dark charred volcanic rock with glowing orange lava cracks,,,2026-06-05T02:41:35.968995+00:00
0ece78da-52c8-434a-b190-354f6cc3e842,error_423,,,flowing blue water with gentle current lines,,frozen grey-brown permafrost with sparse lichen and frost,,,2026-06-05T02:41:32.761009+00:00
